"B306201 - Mean Travel time (1) by Means of transportation (7) (Workers 16 years and over who did not work at home)"
"Current date: 4/24/2020 1:41:18 AM (Eastern Daylight Time)"
"RESIDENCE","WORKPLACE","Means of Transportation 7","Output","Mean Travel Time",
"Richmond County, New York","Richmond County, New York","Car, truck, or van -- Carpooled","Margin of Error","1.4"
"Richmond County, New York","Richmond County, New York","Public transportation","Estimate","46.9"
"Richmond County, New York","Richmond County, New York","Public transportation","Margin of Error","1.8"
"Richmond County, New York","Richmond County, New York","Bicycle or walked","Estimate","13.3"
"Richmond County, New York","Richmond County, New York","Bicycle or walked","Margin of Error","1.6"
"Richmond County, New York","Richmond County, New York","Taxicab, motorcycle or other method","Estimate","32.4"
"Richmond County, New York","Richmond County, New York","Taxicab, motorcycle or other method","Margin of Error","8"
"Richmond County, New York","Richmond County, New York","Worked at home","Estimate","0"
"Richmond County, New York","Richmond County, New York","Worked at home","Margin of Error","0"


"U.S. Census Bureau, American Community Survey 2012-2016 Five-year estimates. Special Tabulation: Census Transportation Planning"

"Missing values:"

"-","indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"**","indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
