"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Jun., 2018"	"2018/06"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Jul., 2018"	"2018/07"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Aug., 2018"	"2018/08"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Sep., 2018"	"2018/09"	95	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Oct., 2018"	"2018/10"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Nov., 2018"	"2018/11"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"St. Lawrence County, NY"	"36089"	"2018"	"2018"	"Dec., 2018"	"2018/12"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Jan., 2013"	"2013/01"	190	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.021%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Feb., 2013"	"2013/02"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Mar., 2013"	"2013/03"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Apr., 2013"	"2013/04"	144	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"May, 2013"	"2013/05"	135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Jun., 2013"	"2013/06"	112	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Jul., 2013"	"2013/07"	134	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Aug., 2013"	"2013/08"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Sep., 2013"	"2013/09"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Oct., 2013"	"2013/10"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Nov., 2013"	"2013/11"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2013"	"2013"	"Dec., 2013"	"2013/12"	156	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Jan., 2014"	"2014/01"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Feb., 2014"	"2014/02"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Mar., 2014"	"2014/03"	139	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Apr., 2014"	"2014/04"	139	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"May, 2014"	"2014/05"	128	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Jun., 2014"	"2014/06"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Jul., 2014"	"2014/07"	133	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Aug., 2014"	"2014/08"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Sep., 2014"	"2014/09"	115	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Oct., 2014"	"2014/10"	144	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Nov., 2014"	"2014/11"	127	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2014"	"2014"	"Dec., 2014"	"2014/12"	163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Jan., 2015"	"2015/01"	175	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Feb., 2015"	"2015/02"	154	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Mar., 2015"	"2015/03"	175	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Apr., 2015"	"2015/04"	146	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"May, 2015"	"2015/05"	160	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Jun., 2015"	"2015/06"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Jul., 2015"	"2015/07"	147	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Aug., 2015"	"2015/08"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Sep., 2015"	"2015/09"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Oct., 2015"	"2015/10"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Nov., 2015"	"2015/11"	150	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2015"	"2015"	"Dec., 2015"	"2015/12"	159	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Jan., 2016"	"2016/01"	181	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Feb., 2016"	"2016/02"	160	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Mar., 2016"	"2016/03"	207	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.022%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Apr., 2016"	"2016/04"	136	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"May, 2016"	"2016/05"	126	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Jun., 2016"	"2016/06"	135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Jul., 2016"	"2016/07"	147	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Aug., 2016"	"2016/08"	158	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Sep., 2016"	"2016/09"	164	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Oct., 2016"	"2016/10"	163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Nov., 2016"	"2016/11"	150	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2016"	"2016"	"Dec., 2016"	"2016/12"	149	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Jan., 2017"	"2017/01"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Feb., 2017"	"2017/02"	174	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Mar., 2017"	"2017/03"	166	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Apr., 2017"	"2017/04"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"May, 2017"	"2017/05"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Jun., 2017"	"2017/06"	149	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Jul., 2017"	"2017/07"	159	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Aug., 2017"	"2017/08"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Sep., 2017"	"2017/09"	173	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Oct., 2017"	"2017/10"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Nov., 2017"	"2017/11"	174	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2017"	"2017"	"Dec., 2017"	"2017/12"	167	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Jan., 2018"	"2018/01"	204	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.022%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Feb., 2018"	"2018/02"	168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Mar., 2018"	"2018/03"	179	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Apr., 2018"	"2018/04"	164	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"May, 2018"	"2018/05"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Jun., 2018"	"2018/06"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Jul., 2018"	"2018/07"	153	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Aug., 2018"	"2018/08"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Sep., 2018"	"2018/09"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Oct., 2018"	"2018/10"	153	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Nov., 2018"	"2018/11"	149	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Saratoga County, NY"	"36091"	"2018"	"2018"	"Dec., 2018"	"2018/12"	176	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Jan., 2013"	"2013/01"	175	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Feb., 2013"	"2013/02"	109	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Mar., 2013"	"2013/03"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Apr., 2013"	"2013/04"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"May, 2013"	"2013/05"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Jun., 2013"	"2013/06"	114	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Jul., 2013"	"2013/07"	122	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Aug., 2013"	"2013/08"	117	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Sep., 2013"	"2013/09"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Oct., 2013"	"2013/10"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Nov., 2013"	"2013/11"	127	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2013"	"2013"	"Dec., 2013"	"2013/12"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Jan., 2014"	"2014/01"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Feb., 2014"	"2014/02"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Mar., 2014"	"2014/03"	135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Apr., 2014"	"2014/04"	107	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"May, 2014"	"2014/05"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Jun., 2014"	"2014/06"	104	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Jul., 2014"	"2014/07"	126	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Aug., 2014"	"2014/08"	114	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Sep., 2014"	"2014/09"	114	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Oct., 2014"	"2014/10"	142	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Nov., 2014"	"2014/11"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2014"	"2014"	"Dec., 2014"	"2014/12"	164	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Jan., 2015"	"2015/01"	176	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Feb., 2015"	"2015/02"	153	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Mar., 2015"	"2015/03"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Apr., 2015"	"2015/04"	140	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"May, 2015"	"2015/05"	140	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Jun., 2015"	"2015/06"	121	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Jul., 2015"	"2015/07"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Aug., 2015"	"2015/08"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Sep., 2015"	"2015/09"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Oct., 2015"	"2015/10"	109	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Nov., 2015"	"2015/11"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2015"	"2015"	"Dec., 2015"	"2015/12"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Jan., 2016"	"2016/01"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Feb., 2016"	"2016/02"	123	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Mar., 2016"	"2016/03"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Apr., 2016"	"2016/04"	118	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"May, 2016"	"2016/05"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Jun., 2016"	"2016/06"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Jul., 2016"	"2016/07"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Aug., 2016"	"2016/08"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Sep., 2016"	"2016/09"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Oct., 2016"	"2016/10"	109	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Nov., 2016"	"2016/11"	141	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2016"	"2016"	"Dec., 2016"	"2016/12"	142	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Jan., 2017"	"2017/01"	173	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Feb., 2017"	"2017/02"	150	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Mar., 2017"	"2017/03"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Apr., 2017"	"2017/04"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"May, 2017"	"2017/05"	120	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Jun., 2017"	"2017/06"	113	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Jul., 2017"	"2017/07"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Aug., 2017"	"2017/08"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.014%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Sep., 2017"	"2017/09"	105	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Schenectady County, NY"	"36093"	"2017"	"2017"	"Oct., 2017"	"2017/10"	118	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
